observationid,mediaid,vote,content,classid,family,genus,species,author,date,location,latitude,longitude,yearinclef,observationid2014,imageid2014,learntag
41562,82300,3,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,augustin roche,2002-6-15,Gratot,49.063,-1.473,PlantCLEF2014,10428,51657,Train
6961,82305,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,herve goeau,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
25459,82318,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,18626,43759,Train
15073,82320,2,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-8,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,17662,21434,Train
12133,82344,3,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,Unknown67,2009-7-28,Suc-et-Sentenac,42.79846,1.42592,PlantCLEF2015,,,Train
1195,8235,4,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,pierre bonnet,2013-6-27,Montferrier-sur-Lez,43.65167,3.86217,PlantCLEF2014,5829,14639,Train
2074,82351,3,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,liliane roubaudi,2013-3-17,Le Grand-Village-Plage,,,PlantCLEF2014,5599,26131,Train
13694,82380,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,george fowler,2014-6-4,Usson,45.52776,3.3391,PlantCLEF2015,,,Train
21810,82404,3,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,martin serre,2012-4-24,Indre,47.19941,-1.69074,PlantCLEF2014,16347,15835,Train
28049,82414,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,robert leras,2004-5-10,Fréjus,,,PlantCLEF2014,18318,15290,Train
32100,82427,3,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,mathieu menand,2008-6-7,Oô,,,PlantCLEF2014,5900,42700,Train
23748,82439,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,daniel mathieu,2007-7-15,Avignon,,,ImageCLEF2013,1175,45493,Train
39144,82456,4,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,mathieu sinet,1800-1-1,Labruguière,43.54081,2.27894,PlantCLEF2014,17578,47662,Train
24491,82460,4,Flower,30491,Violaceae,Viola,Viola tricolor L.,gisele arliguie,2012-5-27,Saint-Sauves-d'Auvergne,45.60724,2.68788,PlantCLEF2014,2541,816,Train
40290,82471,3.67,Flower,4411,Ranunculaceae,Anemone,Anemone nemorosa L.,remi jardin,2013-3-26,Saint-Denis-sur-Sarthon,,,PlantCLEF2014,762,54856,Train
732,82484,3,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,bertrand chiffoleau,2011-4-11,Corcoué-sur-Logne,46.93894,-1.53405,ImageCLEF2013,16321,37037,Train
38431,82544,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,claire felloni,2012-7-17,Saint-Pavace,48.04263,0.18097,PlantCLEF2014,15086,21667,Train
35883,82645,3,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,mathieu menand,2010-5-31,Cazevieille,,,PlantCLEF2014,10591,6743,Train
31048,82654,2,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,antoine masseau,2011-5-18,Sainte-Marie-Kerque,50.89737,2.13769,ImageCLEF2013,16017,38363,Train
23647,82661,3.5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,gregoire duche,2012-5-26,Le Pont-de-Montvert,44.3638,3.73641,ImageCLEF2013,9905,22045,Train
15489,82683,2,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,christophe feliciaggi,2014-6-11,Malras,43.06134,2.16313,PlantCLEF2015,,,Train
4605,82726,4,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,liliane roubaudi,2014-1-5,Leucate,,,PlantCLEF2015,,,Train
11603,8273,4,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-3-24,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,6379,31591,Train
13567,82768,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,daniel mathieu,2008-7-22,Prades-le-Lez,,,PlantCLEF2014,9425,24640,Train
36278,82801,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,mathieu menand,2009-3-3,Saint-Ferriol,,,PlantCLEF2014,19038,23276,Train
39184,82879,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,annick larbouillat,2008-6-7,Roissy-en-Brie,,,ImageCLEF2013,3042,46999,Train
25233,82880,4,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,bernard andrieu,2013-6-15,La Tour-sur-Orb,43.66739,3.13989,PlantCLEF2014,12514,32392,Train
8015,82884,5,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,paul fabre,2013-5-7,Mas-de-Londres,,,PlantCLEF2014,9042,11078,Train
8808,82891,5,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,liliane roubaudi,2013-5-30,Agde,,,PlantCLEF2014,15210,58543,Train
33413,82905,2.5,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,paul fabre,2011-4-17,Gravières,44.409,4.10373,PlantCLEF2014,7154,23343,Train
20154,82909,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,identify identify,2012-7-15,,,,ImageCLEF2013,11793,39600,Train
1610,82936,4.5,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,madeleine sarran,2008-5-10,Valleraugue,,,PlantCLEF2014,10145,18178,Train
12990,82969,2,Flower,4369,Primulaceae,Primula,Primula veris L.,jean-paul hugbart,2014-3-10,Châtenoy-en-Bresse,46.79997,4.88611,PlantCLEF2015,,,Train
32756,83007,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,bgom38,2014-6-13,"chantesse., isere",,,PlantCLEF2015,,,Train
8897,83008,2,Flower,326,Aquifoliaceae,Ilex,Ilex aquifolium L.,michel pourchet,2006-4-26,Champ-sur-Drac,,,ImageCLEF2013,2968,1291,Train
2722,83098,4,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-27,Montpellier,43.59817,3.899,PlantCLEF2014,13524,54022,Train
1060,83125,3,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",annick larbouillat,2008-4-24,Les Rives,43.84277,3.2675,ImageCLEF2013,9801,39013,Train
19319,83139,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,jean-jacques houdre,2010-5-14,Banne,,,PlantCLEF2014,5180,24804,Train
36028,83166,4,Flower,786,Asteraceae,Eupatorium,Eupatorium cannabinum L.,liliane roubaudi,2013-8-11,Pollionnay,,,PlantCLEF2014,736,56866,Train
4884,83182,4,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,thierry pernot,1800-1-1,,,,PlantCLEF2014,5719,22559,Train
38079,83238,4,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,liliane roubaudi,2012-6-2,Gruissan,,,PlantCLEF2014,8925,10027,Train
27897,83279,3.5,Flower,6437,Orchidaceae,Dactylorhiza,Dactylorhiza maculata (L.) Soó,robin guidez,2012-6-22,Locmaria-Plouzané,48.36228,-4.64117,ImageCLEF2013,1169,42268,Train
14384,83291,3,Flower,30491,Violaceae,Viola,Viola tricolor L.,florent beck,2011-8-12,Saint-Sulpice-les-Feuilles,46.31868,1.36792,PlantCLEF2014,18237,47273,Train
31176,83320,3,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,daniel mathieu,2009-7-12,Allevard,,,PlantCLEF2015,,,Train
8808,83329,3,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,liliane roubaudi,2013-5-30,Agde,,,PlantCLEF2014,15210,38580,Train
19837,83333,4,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,paul fabre,2012-6-15,Montferrier-sur-Lez,43.65753,3.86485,ImageCLEF2013,3089,13016,Train
21313,83368,4,Flower,4353,Primulaceae,Primula,Primula vulgaris Huds.,thierry pernot,1800-1-1,,,,PlantCLEF2014,11458,12441,Train
8504,83394,4,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,jean-paul waechter,2013-8-23,Lama,42.57613,9.17298,PlantCLEF2014,14983,30539,Train
6925,83432,4,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,genevieve botti,2013-4-21,Gémenos,43.31617,5.61633,PlantCLEF2014,9886,16010,Train
14695,83449,3,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,christophe girod,2003-3-21,Frontignan (La Gardiole) (34),,,ImageCLEF2013,17021,24048,Train
26885,83465,4,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,benjamin deslandes,2008-5-3,Tilly-sur-Seulles,48.97944,-0.23389,PlantCLEF2014,3312,47722,Train
36459,83473,3.5,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,bernard ginesy,2011-3-5,Marseille,,,PlantCLEF2014,14805,28493,Train
8850,83482,4,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,nicolas sennavoine,2013-5-13,Sainte-Foy-la-Longue,44.6243,-0.16186,PlantCLEF2014,15798,36182,Train
2424,83512,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,annick larbouillat,2010-6-25,Sévérac-le-Château,44.3077,3.0351,PlantCLEF2014,8288,45847,Train
8541,83568,4,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,bernard andrieu,2013-6-9,La Tour-sur-Orb,43.65285,3.18015,PlantCLEF2014,1747,195,Train
36987,83681,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,alexis joly,2013-6-7,Montpellier,43.61482,3.82635,PlantCLEF2014,5785,56423,Train
8699,83692,3.5,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,bertrand bui,2012-4-6,Les Pennes-Mirabeau,43.39967,5.34849,PlantCLEF2014,247,43065,Train
13640,83701,4,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,paul fabre,2011-5-23,Chichilianne,,,PlantCLEF2014,853,56384,Train
21902,8380,3,Flower,2430,Cistaceae,Helianthemum,Helianthemum nummularium (L.) Mill.,genevieve botti,2012-5-12,Nans-les-Pins,,,PlantCLEF2014,17615,5657,Train
33680,83808,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,michel demares,2007-6-4,Belgentier,,,PlantCLEF2014,17191,12308,Train
4107,83832,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,jean-jacques houdre,2012-5-9,La Canourgue,44.44222,3.23861,PlantCLEF2014,13989,22226,Train
31769,83852,3,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,alain bigou,2014-8-6,Artigues,42.67874,2.03474,PlantCLEF2015,,,Train
25955,83875,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,4094,15107,Train
16017,83939,5,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,marie portas,2014-5-4,Saint-Bauzille-de-Putois,,,PlantCLEF2015,,,Train
2092,8399,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,daniel barthelemy,2013-6-22,Conques,44.59467,2.397,PlantCLEF2014,13698,12085,Train
8825,83995,3,Flower,151,Apiaceae,Daucus,Daucus carota L.,celine moulouma,2012-9-24,Sées,48.58827,0.17665,PlantCLEF2014,9794,50662,Train
6207,84007,3,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,alain bigou,2014-8-16,Castelnau-de-Montmiral,44.01826,1.77599,PlantCLEF2015,,,Train
16065,84008,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,liliane roubaudi,2012-6-17,Joué-lès-Tours,,,ImageCLEF2013,2553,52269,Train
12604,84028,3,Flower,4026,Papaveraceae,Chelidonium,Chelidonium majus L.,pierre bonnet,2014-5-22,Montpellier,43.59676,3.90063,PlantCLEF2015,,,Train
32791,84037,4,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",corentin bonnard,2013-5-23,Le Pont-de-Beauvoisin,45.52234,5.66453,PlantCLEF2014,9728,32314,Train
5461,84038,4,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,gerrit oerlemans,2013-5-9,Bouzic,44.70283,1.20309,PlantCLEF2014,9496,54786,Train
40991,8407,3,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,paul fabre,2010-6-5,Treschenu-Creyers,,,PlantCLEF2014,11194,21779,Train
35666,84070,3,Flower,4369,Primulaceae,Primula,Primula veris L.,liliane roubaudi,2013-4-1,Marcy-l'Étoile,,,PlantCLEF2014,5365,17920,Train
20004,84092,3,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,christophe girod,2006-6-10,Moloy (Combe de Bellefontaine),,,PlantCLEF2014,3505,15326,Train
28622,84146,4,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,alain riviere,2013-4-27,Conques-sur-Orbiel,43.29772,2.40744,PlantCLEF2014,17281,22685,Train
13774,84154,3,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,cedric rousseau,2011-6-4,Proisy,49.89986,3.75504,ImageCLEF2013,9433,18751,Train
11985,84211,4,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,herve goeau,2013-7-29,Sainte-Geneviève-des-Bois,48.64647,2.3178,PlantCLEF2014,3350,26951,Train
23647,84213,2.5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,gregoire duche,2012-5-26,Le Pont-de-Montvert,44.3638,3.73641,ImageCLEF2013,9905,27471,Train
27946,84286,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,samantha bazan,1800-1-1,,,,PlantCLEF2014,18139,50663,Train
25955,84315,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,4094,4481,Train
19892,84329,4,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733,7746,Train
15884,84415,5,Flower,1047,Asteraceae,Leucanthemum,Leucanthemum vulgare Lam.,herve goeau,2013-6-10,Bailly,48.83531,2.09481,PlantCLEF2014,14738,42462,Train
36111,84425,3,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,christophe girod,2003-6-4,Nissan-lez-Enserune (Oppidum d'Enserune) (34),,,ImageCLEF2013,8420,21593,Train
31390,84452,4,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,herve goeau,2013-6-5,Paris,48.84059,2.36158,PlantCLEF2014,2338,60367,Train
39981,84453,1,Flower,6415,Orchidaceae,Orchis,Orchis anthropophora (L.) All.,claire sutter,2009-6-20,Nordheim,48.64292,7.47281,PlantCLEF2014,18057,25166,Train
25489,84534,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,paul fabre,2010-5-29,La Couvertoirade,,,PlantCLEF2014,4380,35339,Train
10925,84554,4,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,genevieve botti,2014-4-19,La Ciotat,,,PlantCLEF2015,,,Train
30703,84555,3,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,bertrand bui,2012-4-18,Les Pennes-Mirabeau,43.39967,5.34849,PlantCLEF2015,,,Train
19892,84582,4,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733,24562,Train
5989,84619,3,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,ans gorter,2014-6-18,Autrans,45.1761,5.54272,PlantCLEF2015,,,Train
15008,84631,3,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,jean-jacques houdre,2009-5-20,Tonnerre,,,ImageCLEF2013,8341,18238,Train
9052,84640,4,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,bertrand bui,2012-4-5,Septèmes-les-Vallons,43.39967,5.34849,PlantCLEF2014,9834,22375,Train
31457,84653,4,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,valerie bruneau-querey,2011-6-10,Beaumesnil,49.01113,0.70553,PlantCLEF2014,12795,38010,Train
9123,84731,4,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-28,Montpellier,43.59733,3.90167,PlantCLEF2014,8866,54371,Train
12163,84755,3.5,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,marie portas,2012-5-18,Cotignac,,,PlantCLEF2014,5308,37252,Train
35626,84775,3,Flower,6564,Orchidaceae,Serapias,Serapias vomeracea (Burm.f.) Briq.,robert leras,2004-5-10,Fréjus,,,PlantCLEF2014,1223,26698,Train
21510,84822,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,annick larbouillat,2008-5-31,Champmotteux,,,ImageCLEF2013,4054,19418,Train
17287,84840,4.5,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,jacques marechal,2013-3-22,La Chapelle-Saint-Mesmin,47.87376,1.81436,PlantCLEF2014,18764,31504,Train
40784,84874,4,Flower,4034,Papaveraceae,Glaucium,Glaucium flavum Crantz,pierre bonnet,2013-6-8,Montpellier,,,PlantCLEF2014,6655,33527,Train
24340,84892,4,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,herve goeau,2014-6-11,Longpont-sur-Orge,48.65115,2.29285,PlantCLEF2015,,,Train
6865,8495,4,Flower,6538,Orchidaceae,Anacamptis,"Anacamptis morio (L.) R.M.Bateman, Pridgeon & M.W.Chase",mathilde duverger,2014-4-24,Autigny-la-Tour,,,PlantCLEF2015,,,Train
7568,850,3,Flower,691,Asteraceae,Cirsium,Cirsium vulgare (Savi) Ten.,marie portas,2012-7-22,Abbécourt,,,PlantCLEF2014,19025,56513,Train
32729,85046,2,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,jean-patrice matysiak,2011-7-21,Carvin,,,PlantCLEF2014,9910,39532,Train
14828,85192,2,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,jean-paul hugbart,2014-5-5,Champforgeuil,46.81572,4.8267,PlantCLEF2015,,,Train
34564,8520,4,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,thierry pernot,1800-1-1,,,,PlantCLEF2014,11017,27189,Train
35327,85214,5,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,claude figureau,2006-6-27,Cirque de Gavarnie,,,PlantCLEF2014,8791,5362,Train
19892,85238,4,Flower,9930,Orchidaceae,Epipactis,Epipactis helleborine (L.) Crantz,thierry pernot,1800-1-1,,,,PlantCLEF2014,11733,52916,Train
13527,85279,3,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,emilie bonnet,2011-4-20,Clapiers,43.66278,3.87663,ImageCLEF2013,14663,39487,Train
14492,85330,3.5,Flower,6418,Orchidaceae,Himantoglossum,Himantoglossum robertianum (Loisel.) P.Delforge,pierre bonnet,2011-3-20,Villeneuve-lès-Maguelone,,,ImageCLEF2013,7646,54621,Train
9257,85353,3,Flower,30162,Orchidaceae,Himantoglossum,Himantoglossum hircinum (L.) Spreng.,daniel mathieu,2007-5-29,Prades-le-Lez,,,ImageCLEF2013,15552,764,Train
30703,8541,3,Flower,6509,Orchidaceae,Ophrys,Ophrys passionis Sennen,bertrand bui,2012-4-18,Les Pennes-Mirabeau,43.39967,5.34849,PlantCLEF2015,,,Train
36684,85526,2,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,martin legaye,2014-4-12,Chasselay,45.86995,4.78085,PlantCLEF2015,,,Train
25488,85536,4,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-14,Saint-Aignan,,,PlantCLEF2014,401,10172,Train
3087,856,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,michel pourchet,2006-3-10,Champ-sur-Drac,,,PlantCLEF2014,324,18248,Train
30952,8565,4,Flower,30269,Papaveraceae,Papaver,Papaver rhoeas L.,bazan,2013-5-9,,,,PlantCLEF2014,681,36108,Train
1848,85653,3,Flower,4516,Ranunculaceae,Ficaria,Ficaria verna Huds.,mathieu menand,2010-2-17,Manses,,,ImageCLEF2013,2919,47589,Train
31958,85686,3,Flower,967,Asteraceae,Hypochaeris,Hypochaeris radicata L.,samuel dufour-kowalski,2012-11-26,St Leu Les brules de St Leu,-21.10527,55.38092,PlantCLEF2015,,,Train
16242,857,4,Flower,151,Apiaceae,Daucus,Daucus carota L.,guy libante,2013-7-6,Carcans,45.11176,-1.06721,PlantCLEF2014,14479,25431,Train
11603,85713,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-3-24,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,6379,8266,Train
29239,85734,3,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,john de vos,2012-6-9,Rouet,43.8227,3.79779,ImageCLEF2013,13178,14314,Train
36944,85762,3,Flower,30471,Orchidaceae,Ophrys,Ophrys scolopax Cav.,ans gorter,2014-5-24,Province de Cadix,41.67142,-0.25414,PlantCLEF2015,,,Train
18048,85777,3,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,annick larbouillat,2010-6-13,Ferrières-en-Brie,48.82639,2.70538,ImageCLEF2013,14079,41376,Train
37502,85786,3.5,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,genevieve botti,2012-7-6,Passy,,,ImageCLEF2013,8680,53231,Train
21394,85831,3.5,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,nicolas bony,2012-6-14,Sallanches,45.9499,6.6501,PlantCLEF2014,11594,57461,Train
26053,8585,4,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,herve goeau,2013-7-24,Lavardac,44.19417,0.31567,PlantCLEF2014,4584,47080,Train
19539,85882,4,Flower,6547,Orchidaceae,Orchis,Orchis purpurea Huds.,yoan martin,2011-4-28,Avolsheim,48.55724,7.47438,ImageCLEF2013,7756,50212,Train
11558,85910,3,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,bernard andrieu,2013-6-28,Bédarieux,43.62326,3.17035,PlantCLEF2014,17771,33333,Train
18883,85911,3,Flower,2394,Cistaceae,Cistus,Cistus albidus L.,robert leras,2004-4-19,Riboux,43.30195,5.75334,PlantCLEF2014,17492,6179,Train
6785,8592,3,Flower,32201,Orchidaceae,Ophrys,Ophrys virescens Philippe,emmanuel stratmains,2012-4-11,Roquebrune-sur-Argens,43.44286,6.64212,PlantCLEF2014,9241,14606,Train
15073,85980,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-8,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,17662,45910,Train
10460,86026,3,Flower,565,Asteraceae,Centaurea,Centaurea aspera L.,antoine affouard,2014-6-5,,,,PlantCLEF2015,,,Train
9123,86102,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,pierre bonnet,2013-6-28,Montpellier,43.59733,3.90167,PlantCLEF2014,8866,478,Train
1744,86159,3,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,mathieu menand,2009-5-2,Espagne,,,PlantCLEF2014,16053,23108,Train
342,8624,4,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,pierre germaine,2014-5-3,,,,PlantCLEF2015,,,Train
11561,86251,4,Flower,6425,Orchidaceae,Cypripedium,Cypripedium calceolus L.,thierry pernot,1800-1-1,,,,PlantCLEF2014,9491,16852,Train
36706,86367,4,Flower,6448,Orchidaceae,Epipactis,Epipactis atrorubens (Hoffm.) Besser,paul fabre,2013-7-18,Malons-et-Elze,44.42862,4.01017,PlantCLEF2014,11447,45509,Train
24340,86374,3,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,herve goeau,2014-6-11,Longpont-sur-Orge,48.65115,2.29285,PlantCLEF2015,,,Train
22052,86394,3,Flower,661,Asteraceae,Cichorium,Cichorium intybus L.,augustin roche,2004-9-19,,47.4191,-0.57193,ImageCLEF2013,16673,40159,Train
13392,86400,2,Flower,6434,Orchidaceae,Dactylorhiza,Dactylorhiza fuchsii (Druce) Soó,mathieu menand,2007-5-8,Bagert,,,ImageCLEF2013,11026,24000,Train
22539,86429,5,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,liliane roubaudi,2014-7-6,Selonnet,,,PlantCLEF2015,,,Train
15073,86525,4,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-4-8,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,17662,40429,Train
29955,86558,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,mathieu menand,2007-3-31,Gruissan,,,PlantCLEF2014,7764,27354,Train
10776,86576,3,Flower,8708,Apiaceae,Astrantia,Astrantia major L.,paul fabre,2013-6-29,Eyne,42.46848,2.08325,PlantCLEF2015,,,Train
966,86581,3.5,Flower,6535,Orchidaceae,Orchis,Orchis mascula (L.) L.,castellanos,2005-5-8,,,,PlantCLEF2014,8184,5525,Train
17535,86588,3,Flower,29957,Ranunculaceae,Aquilegia,Aquilegia vulgaris L.,mathieu menand,2009-5-3,Espagne,,,ImageCLEF2013,15852,22592,Train
11603,86609,3,Flower,5148,Salicaceae,Salix,Salix caprea L.,herve goeau,2013-3-24,Sainte-Geneviève-des-Bois,48.8567,2.24104,PlantCLEF2014,6379,51484,Train
11802,86615,4,Flower,8600,Orchidaceae,Anacamptis,Anacamptis pyramidalis (L.) Rich.,remy gentner,2013-6-7,Soultz-les-Bains,48.55789,7.47377,PlantCLEF2014,11398,54343,Train
8372,86630,3,Flower,6487,Orchidaceae,Ophrys,Ophrys apifera Huds.,daniel mathieu,2007-5-15,Prades-le-Lez,,,ImageCLEF2013,4398,659,Train
21575,86670,3,Flower,6521,Orchidaceae,Ophrys,Ophrys aranifera Huds.,christophe bernier,2005-5-25,Payra-sur-l'Hers,,,PlantCLEF2014,616,9549,Train
15015,86712,5,Flower,6512,Orchidaceae,Ophrys,Ophrys lutea Cav.,marie portas,2013-4-18,Minerve,,,PlantCLEF2014,4171,44047,Train
26870,86717,3,Flower,576,Asteraceae,Cyanus,Cyanus segetum Hill,mathieu menand,2008-5-22,Saint-Élix-le-Château,,,PlantCLEF2014,7689,45406,Train
24652,86733,4,Flower,4477,Ranunculaceae,Anemone,Anemone alpina L.,marie portas,2014-7-3,Angoustrine-Villeneuve-des-Escaldes,,,PlantCLEF2015,,,Train
2701,86757,3,Flower,4436,Ranunculaceae,Clematis,Clematis vitalba L.,herve goeau,2013-8-10,Arras,50.28434,2.78116,PlantCLEF2014,15282,4663,Train
21584,86809,5,Flower,588,Asteraceae,Centaurea,Centaurea jacea L.,liliane roubaudi,2013-10-13,Rochetaillée-sur-Saône,,,PlantCLEF2014,17922,55432,Train
40440,86818,3,Flower,14867,Liliaceae,Tulipa,Tulipa sylvestris L.,liliane roubaudi,2013-4-18,Prades-le-Lez,,,PlantCLEF2014,14673,36485,Train
